1	内分泌疾病诊断中，往往首先易于确定的是{{c1::}}	病理诊断||病因诊断||功能状态||细胞学||物理诊断	3
53	女，20岁，右颈前肿块2个月来诊。查体：甲状腺右叶上极扪及3cm×2cm肿块，表面光滑。颈部未扪及肿大的淋巴结，该病人首选的检查是{{c1::}}	甲状腺B超||颈部CT||甲状腺核素扫描||肿块针吸细胞学检查||颈部正侧位x线片	4
54	女性，26岁。因甲状腺癌行甲状腺全切除术。术后当晚出现呼吸困难，伤口肿胀有血液渗出。最佳急救处理为{{c1::}}	气管切开||气管插管||面罩吸氧||静注地塞米松||拆除缝线，敞开手术创腔	5
55	男性，20岁。间断心悸、出汗2月余，体重减轻约3kg。查体：BPl26/68mmHg，无突眼，甲状腺Ⅱ度大，可闻及血管杂音，心率94次/分，律齐。诊断为甲状腺功能亢进症。首选的治疗是{{c1::}}	口服普萘洛尔||核素131I治疗||口服复方碘溶液||口服丙硫氧嘧啶||甲状腺大部切除术	4
56	女性。26岁。妊娠16周，心慌、。怕热、多汗、易饿4周。查体：BP l30/60mmHg，中等体型，皮肤潮红，手有细颤，轻度突眼，甲状腺弥漫性Ⅱ度肿大。血管杂音(+)。心率110次/分。下列检查对确诊该患者为甲状腺功能亢进症最有意义的是{{c1::}}	血清TT3||血清TT4||血清rt3||血清FT3||131I摄取率	4
57	女。52岁, 乏力，怕冷，便秘伴声音嘶哑1年， 体重增加8kg。经检查诊断为甲状腺功能减退症， 拟用左甲状腺素替代治疗，最适宜的起始剂量是{{c1::}}	125µg||lOOµg||75µg||50µg||25µg	5
58	女，15岁，烦躁，怕热，多汗，体重减轻2个月， 查体：BPl20/60mmHg，体型偏瘦，皮肤潮湿，手有细颤，轻微突眼，甲状腺弥漫性I度大，质地软，无触痛，可闻及轻度血管杂音，心率 108次/分。经甲状腺功能检查确诊为Graves病，首选的 治疗是{{c1::}}	普萘洛尔||碘剂||丙硫氧嘧啶||核素131I||甲状腺大部切除	3
59	皮质醇增多症(库欣综合征)最常见的病因是{{c1::}}	肾上腺皮质腺瘤||肾上腺皮质腺癌||垂体ACTH分泌过多||异位ACTH综合征||医源性皮质醇增多症	3
60	高血压伴有低血钾应首先考虑{{c1::}}	主动脉缩窄||原发性醛固酮增多症||嗜铬细胞瘤||继发于慢性肾炎的高血压||肾动脉狭窄	2
61	肾上腺皮质肿瘤引起的库欣综合征与库欣病鉴别。最有意义的实验检查是{{c1::}}	血皮质醇昼夜节律||24小时尿17一羟类固醇||过夜地塞米松抑制试验||小剂量地塞米松抑制试验||大剂量地塞米松抑制试验	5
62	对原发性慢性肾上腺皮质功能减退症的诊断最有意义的血检结果是{{c1::}}	醛固酮↓||血糖↓||血钠↓||皮质醇↓||ACTH↓	4
63	原发性醛固酮增多症患者出现肌无力的原因是{{c1::}}	持续性高血压||血钠潴留过多||持久尿量过多||尿钾排出增多||血钾浓度降低	5
64	女性库欣综合征患者有显著的男性化表现.最可能的诊断是{{c1::}}	服用过量皮质类固醇激素||垂体ACTH分泌腺瘤||异位ACTH分泌综合征||肾上腺皮质腺瘤||肾上腺皮质腺癌	5
65	血浆肾素活性降低见于{{c1::}}	嗜铬细胞瘤||醛固酮瘤||肾动脉狭窄||生长激素瘤||甲状腺功能亢进症	2
66	多数原发性醛固酮增多症的最佳治疗是{{c1::}}	口服螺内酯||口服钙离子拮抗剂||手术治疗||口服氨苯蝶啶||口服阿米洛利	1
67	原发性慢性肾上腺皮质功能减退症激素替代治疗宜选用{{c1::}}	氢化可的松||地塞米松||泼尼松(强的松)||氟氢可的松||醋酸去氧皮质酮	1
68	男，42岁，2年前诊断为原发性慢性肾上腺皮质功能减退症。长期口服氢化可的松(30mg/d)替代治疗。近2天发热38℃，咽痛。目前氢化可的松应{{c1::}}	改用等效量的地塞米松||因有感染而暂时停用||剂量减少1/2||剂量维持不变||剂量增加为2—3倍	5
69	女，45岁。肢体软弱无力、夜尿多2年余，今晨起双下肢不能活动，查体：血压170/100mmHg，均匀性轻度肥胖，双下肢松弛性瘫痪，血钾2.4mmoL/L。最可能的诊断为{{c1::}}	原发性高血压||嗜铬细胞瘤||肾性高血压||原发性醛固酮增多症||库欣病	4
70	女性，26岁，肥胖、头痛伴闭经1年半，查体： BP l80/110mmHg，向心性肥胖，满月脸，皮肤薄，有痤疮，腹壁有宽大紫纹，下肢胫前可凹性浮肿，为明确库欣综合征，拟检查{{c1::}}	血浆皮质醇||尿游离皮质醇||血皮质醇昼夜节律||小剂量地塞米松抑制试验||大剂量地塞米松抑制试验	2
71	男性，40岁。因肥胖、头晕、无力2年半入院。 查体：BPl80/120mmHg，身高170cm，体重 85kg，BMl 29.4，向心性肥胖，满月脸，多血质，“水牛背”，皮肤有痤疮，腹壁有粗大紫纹。对确定诊断最有意义的检查结果是{{c1::}}	血促肾上腺皮质激素水平增高||血浆皮质醇水平增高||尿促肾上腺皮质激素水平增高||尿游离皮质醇增高||小剂量地塞米松抑制试验尿皮质醇量不受抑制	5
72	女，50岁，3个月来发作性头晕。头痛伴面色苍白，心悸，冷汗，其发作3次，每次持续20分钟到2小时，发作时测血压180～210/110～130mHg，平素测血压正常。查体：BPl20/80mmHg，体型偏瘦，皮肤微潮。心率90次/分，律齐，四肢末梢凉，该患者首先考虑的诊断是{{c1::}}	原发性高血压||原发性醛固酮增多症||嗜铬细胞瘤||甲状腺功能亢进症||围绝经期综合征	3
73	女, 25岁，乏力，皮肤色素沉着3年余，经常感冒。食欲差，偶尔恶心，呕吐，查体：P 90次/分。BP 90/60mmHg，全身皮肤较黑，掌纹.乳晕色深，齿龈，颊黏膜也可见色素沉着，余未见异常，该患者替代治疗应采用{{c1::}}	氢化考的松||地塞米松||泼尼松||甲泼尼松||泼尼松龙	1
74	以下对糖尿病检验结果的解释正确的是{{c1::}}	尿糖阴性可以排除糖尿病||尿糖阳性可以诊断为糖尿病||尿酮阳性仅见于糖尿病||空腹血糖正常可以排除糖尿病||餐后2小时血糖正常可以是糖尿病	5
75	糖尿病病人最基础的治疗措施是{{c1::}}	饮食治疗||适当体育锻炼||双胍类降血糖药||磺脲类降血糖药||胰岛素	1
76	诊断早期糖尿病肾病较有意义的检查是{{c1::}}	尿常规检查||尿微量白蛋白测定||尿渗透压测定||双肾B超||肌酐清除率	2
77	糖尿病的诊断是糖尿病症状加上随机血糖{{c1::}}	>7.1mmol/L||>9.1mmol/L||>10.1mmol/L||>11.1mmol/L||>12.1mmol/L	4
78	属于糖尿病微血管病变的是{{c1::}}	脑血管意外||冠心病||糖尿病肾病||肾动脉狭窄||下肢坏疽	3
79	α一葡萄糖苷酶抑制剂常见不良反应是{{c1::}}	低血糖症||腹胀和腹泻||下肢浮肿||乳酸性酸中毒||充血性心力衰竭	2
80	易引起严重低血糖不良反应的口服降糖药是{{c1::}}	磺脲类口服降糖药||双胍类口服降糖药||α一葡萄糖苷酶抑制剂||餐时血糖调节剂||胰岛素增敏剂	1
81	双胍类降血糖药物的降糖作用机制是{{c1::}}	抑制肝糖原的分解||增加基础胰岛素的分泌量||改变餐时胰岛素的分泌模式||延缓肠道碳水化合物的吸收||激活过氧化物酶增殖体活化因子受体	1
82	1型糖尿病的主要特点是{{c1::}}	多见于40岁以上的成年人||易发生糖尿病酮症酸中毒||与免疫介导的胰岛B细胞增生有关||早期常不需要胰岛素的治疗||多数患者表现胰岛素抵抗	2
83	确定Somogyi或黎明现象最有意义的检查是{{c1::}}	测定空腹血糖||测定餐后血糖||测定夜间血糖||测定糖化血红蛋白||口服葡萄糖耐量试验	3
84	糖基化血红蛋白测定可反映取血前血糖情况的时间是{{c1::}}	1～2周||4～6周||8～12周||16～20周||22～24周	3
85	糖尿病酮症酸中毒的酮体是指{{c1::}}	乙酰乙酸、β一羟丁酸、丙酮、游离脂肪酸||乙酰乙酸、β一羟丁酸、游离脂肪酸||游离脂肪酸、β一羟丁酸、丙酮||乙酰乙酸、游离脂肪酸、丙酮||乙酰乙酸、β一羟丁酸、丙酮	5
86	α一葡萄糖苷酶抑制剂的最佳服用时间是{{c1::}}	晨起空腹时||餐前半小时||与进餐同时||餐后半小时||任何时间	3
87	抢救糖尿病酮症酸中毒时，胰岛素用量为{{c1::}}	4-6U/L||6-10U/L||10-20U/L||20-30U/L||30-35U/L	1
88	有关糖尿病的诊断，下列哪些正确{{c1::}}	三多一少症状是诊断糖尿病必须具备的条件||尿糖检查一定阳性||空腹血糖不一定升高||全天任何时候血糖>10mmol/l，即可诊断||所有病人都需行葡萄糖耐量试验进行诊断	3
89	女性，29岁，妊娠5个月，空腹血糖8.9mmol/l，餐后血糖11.7mmol/l，应选用哪治疗{{c1::}}	饮食治疗+体育锻炼||饮食治疗+体育锻炼+二甲双胍||磺脲类药物||胰岛素+饮食控制||胰岛素	4
90	男，40岁，患糖尿病10余年，尿蛋白阴性，近1个月感下腹部胀，排尿不畅伴尿失禁，B超显示“膀胱扩大 尿潴留”，其原因应考虑{{c1::}}	糖尿病自主(植物)神经病变||糖尿病合并泌尿系感染||糖尿病合并慢性前列腺炎||糖尿病肾病||糖尿病合并泌尿系结石	1
91	55岁，女，体重76kg，身高160cm，因多饮、多尿确诊为2型糖尿病，经饮食治疗和运动锻炼，2个月后空腹血糖为8.8mmol/L。餐后2小时血糖13.OmmoL/L。进一步治疗应选择{{c1::}}	加磺脲类降血糖药物||加双胍类降血糖药物||加胰岛素治疗||加口服降瓶糖药和胰岛素||维持原饮食治疗和运动	2
92	女，45岁，轻度肥胖，无明显口渴、多饮和多尿现象，空腹血糖6.8mmol/L，为确定是否有糖尿病应检查{{c1::}}	糖基化血红蛋白||24小时尿糖定量||口服葡萄糖耐量试验||复查空腹血糖||餐后2小时血糖	3
93	女，28岁。妊娠28周，2小时糖耐量试验血糖水平依次为5.O、9.5、10.O及8.5mmol/L，1周后早餐后2小时血糖为8.7mmol/L，患者系初次妊娠。既往无糖尿病史，诊断为{{c1::}}	糖耐量正常||妊娠期糖耐量减低||妊娠期糖尿病||糖尿病合并妊娠||特殊类型糖尿病	2
94	男，45岁，身高17lCm。体重85kg，口服葡萄糖耐量试验血糖结果：空腹6.7mmol/L，1小时9.8mmol/L。2小时7.0mmol/L:{{c1::}}	正常曲线||空腹血糖受损||糖耐量低||1型糖尿病||2型糖尿病	2
95	男性, 52岁，确诊2型糖尿病1年，予合理饮食 和运动治疗并口服二甲双胍500mg，每日3次。查体：身高173Cm。体重78kg，血压130/90mmHg，心、肺和腹部检查未见异常。复查空腹血糖5.2mmol/L，三餐后2小时血糖分别为11.4mmol/L、13.1mmol/L和12.6mmol/L，下一步最合理的治疗是{{c1::}}	二甲双胍加大剂量||改用胰岛素||改用磺脲类降血糖药||加用磺脲类降血糖药||加用α一葡萄糖苷酶抑制剂	5
96	女性，50岁。肥胖，因宫颈癌准备行根治术。术前查空腹血糖9.6mmol/L，餐后2小时血糖11.8mmol/L，既往无糖尿病史。控制血糖应给予的最主要治疗是{{c1::}}	双胍类口服降糖药||磺脲(磺酰脲)类口服降糖药||α一葡萄糖苷酶抑制剂||长效胰岛素||普通胰岛素	5
97	男性，72岁。糖尿病史15年，长期口服二甲双胍，空腹血糖维持在7—9mmol/L。尿白蛋白排泄率为240mg/24h。LDL-胆固醇5.08mmol/L。查体：BPl60/95mmHg，心肺未见明显异常，双下肢轻度可凹性水肿。有关该患者的治疗，错误的是{{c1::}}	使用胰岛素控制血糖||口服ACE抑制药类||口服氢氯噻嗪||限制蛋白摄人量||治疗高脂血症	4
98	男，50岁。肥胖，2型糖尿病5年。口服二甲双胍250mg，3次/日。5个月前因外伤发生左足溃疡至今未愈。空腹血糖7.2mmol/L，三餐后血糖分别为9.2mmol/L，8.7mmol/L和8.6mmol/L。控制糖尿病的最佳治疗方案应选择{{c1::}}	增加二甲双胍剂量||加用胰岛素制剂||加用磺脲类口服降糖药||加用α一葡萄糖苷酶抑制剂||加用噻唑烷二酮类药	2
99	男，59岁，2型糖尿病12年，口服降血糖药物治疗，空腹血糖5.6mmol/L，餐后2小时血糖14.6mmol/L，糖化血红蛋白7.6％。3年前眼底检查可见微血管瘤和出血，近2个月来视力明显减退，眼底检查可见新生血管和玻璃体出血，目前糖尿病视网膜病变已进展为{{c1::}}	Ⅱ期||Ⅲ期||Ⅳ期||V期||Ⅵ期	3
